,Date,USSWAP1,USSWAP2,USSWAP3,USSWAP4,USSWAP5,USSWAP6,USSWAP7,USSWAP8,USSWAP9,USSWAP10,USSWAP15,USSWAP20,USSWAP25,USSWAP30
1291,2018-03-08,2.3254,2.5425,2.6565,2.7196,2.7587,2.791,2.8174,2.8425,2.8653,2.8868,2.9602,2.9845,2.9792,2.9645
1292,2018-03-09,2.3413,2.564,2.6838,2.7476,2.7884,2.821,2.849,2.8742,2.8977,2.9196,2.9935,3.0185,3.013,2.9985
1293,2018-03-12,2.3597,2.5778,2.6902,2.7503,2.787,2.8155,2.8405,2.8632,2.8845,2.9055,2.976,2.9992,2.9939,2.9788
1294,2018-03-13,2.3733,2.5809,2.6881,2.7439,2.7786,2.806,2.8297,2.8511,2.8716,2.8912,2.9599,2.9829,2.9769,2.9611
1295,2018-03-14,2.377,2.5737,2.6756,2.7302,2.7642,2.788,2.8072,2.8263,2.8445,2.8619,2.9244,2.945,2.9373,2.9201
1296,2018-03-15,2.3885,2.5866,2.6877,2.7392,2.7706,2.7945,2.8145,2.833,2.851,2.8687,2.9267,2.9455,2.9365,2.9188
1297,2018-03-16,2.4086,2.6102,2.7156,2.7664,2.7967,2.8185,2.838,2.8563,2.8737,2.8901,2.9496,2.9684,2.9595,2.9425
1298,2018-03-19,2.4037,2.6086,2.7123,2.7676,2.8009,2.824,2.8427,2.8608,2.8781,2.8947,2.9526,2.9717,2.963,2.945
1299,2018-03-20,2.4397,2.647,2.7538,2.8087,2.8405,2.864,2.8819,2.8994,2.917,2.9331,2.991,3.0093,3.001,2.9832
1300,2018-03-21,2.4283,2.6265,2.7372,2.7943,2.8276,2.852,2.8717,2.8909,2.9091,2.9265,2.9855,3.0047,2.9959,2.9788
1301,2018-03-22,2.4125,2.5982,2.6985,2.7486,2.7771,2.7969,2.815,2.8331,2.8507,2.8683,2.9262,2.9458,2.9374,2.92
1302,2018-03-23,2.4094,2.5833,2.6759,2.7234,2.751,2.7712,2.7905,2.8085,2.827,2.844,2.9068,2.9286,2.9221,2.906
1303,2018-03-26,2.4286,2.6106,2.7091,2.7603,2.791,2.8125,2.832,2.8504,2.8683,2.886,2.9442,2.9633,2.9546,2.9365
1304,2018-03-27,2.3835,2.5435,2.6305,2.6753,2.7007,2.7215,2.7398,2.7575,2.776,2.7939,2.8577,2.8805,2.8742,2.8585
1305,2018-03-28,2.409,2.5682,2.6512,2.6947,2.721,2.7405,2.7565,2.7735,2.791,2.8078,2.8652,2.8842,2.877,2.86
1306,2018-03-29,2.419,2.576,2.6528,2.6875,2.7053,2.7195,2.7317,2.7463,2.7619,2.7765,2.8308,2.848,2.8393,2.822
1307,2018-03-30,2.4203,2.5815,2.659,2.676,2.7059,2.72,2.734,2.7463,2.756,2.7765,2.8314,2.8485,2.8404,2.8237
1308,2018-04-02,2.4087,2.5591,2.6354,2.6705,2.6894,2.705,2.718,2.7332,2.7491,2.7647,2.8163,2.834,2.8245,2.8064
1309,2018-04-03,2.4325,2.5922,2.6728,2.7102,2.7307,2.7456,2.7595,2.7746,2.79,2.8055,2.8585,2.8762,2.8677,2.8503
1310,2018-04-04,2.4402,2.6047,2.6915,2.7344,2.7599,2.776,2.79,2.8051,2.8206,2.8365,2.8893,2.9074,2.8985,2.8808
1311,2018-04-05,2.451,2.6217,2.7097,2.7545,2.7809,2.8003,2.8162,2.8326,2.8502,2.867,2.9229,2.9425,2.9345,2.9172
1312,2018-04-06,2.437,2.5872,2.6648,2.7045,2.7273,2.7432,2.7583,2.7732,2.7891,2.805,2.8623,2.883,2.8757,2.8595
1313,2018-04-09,2.4353,2.5918,2.67,2.708,2.7298,2.7462,2.76,2.7747,2.79,2.8056,2.8605,2.8797,2.872,2.8551
1314,2018-04-10,2.4495,2.6095,2.6896,2.7295,2.7524,2.7696,2.7842,2.7992,2.815,2.8309,2.8855,2.905,2.897,2.8794
1315,2018-04-11,2.4622,2.617,2.6927,2.7303,2.7513,2.7655,2.7775,2.7905,2.8049,2.8195,2.8742,2.8933,2.8855,2.8685
1316,2018-04-12,2.4965,2.6632,2.7446,2.7845,2.8065,2.822,2.8345,2.8483,2.8625,2.8765,2.9289,2.9475,2.938,2.9198
1317,2018-04-13,2.5079,2.675,2.7539,2.789,2.8075,2.8195,2.829,2.8397,2.8518,2.8641,2.9113,2.9275,2.9173,2.8982
1318,2018-04-16,2.5087,2.6854,2.764,2.7966,2.8104,2.82,2.8284,2.8376,2.8485,2.8603,2.9064,2.923,2.9127,2.8933
1319,2018-04-17,2.511,2.6856,2.7639,2.797,2.8121,2.822,2.8311,2.8412,2.8517,2.8645,2.9099,2.9254,2.9149,2.8958
1320,2018-04-18,2.5303,2.7111,2.7942,2.8302,2.8484,2.859,2.868,2.8776,2.8891,2.9005,2.9437,2.9575,2.9464,2.9265
1321,2018-04-19,2.5324,2.7194,2.8095,2.8514,2.8735,2.8896,2.9008,2.9137,2.926,2.9391,2.983,2.9969,2.9858,2.9662
1322,2018-04-20,2.5403,2.7423,2.8405,2.8902,2.918,2.9375,2.9524,2.967,2.9817,2.9953,3.0408,3.0553,3.0439,3.0236
1323,2018-04-23,2.5461,2.7524,2.8523,2.9005,2.928,2.9478,2.963,2.976,2.9898,3.0035,3.0428,3.053,3.0395,3.0182
1324,2018-04-24,2.5436,2.7472,2.8492,2.9021,2.9348,2.958,2.9777,2.994,3.0096,3.0254,3.0711,3.0837,3.072,3.0517
1325,2018-04-25,2.5595,2.7591,2.8618,2.9195,2.9567,2.9837,3.005,3.0236,3.041,3.0574,3.1038,3.1172,3.1055,3.0847
1326,2018-04-26,2.5418,2.7398,2.8396,2.892,2.9235,2.9462,2.9648,2.981,2.9968,3.0119,3.0609,3.0753,3.0649,3.0451
1327,2018-04-27,2.5383,2.7354,2.834,2.8829,2.9106,2.9305,2.9465,2.961,2.9752,2.9891,3.0346,3.0475,3.0355,3.015
1328,2018-04-30,2.5509,2.7494,2.8426,2.8883,2.9146,2.9321,2.9464,2.9598,2.9731,2.9865,3.0339,3.0479,3.0365,3.0168
1329,2018-05-01,2.5525,2.7594,2.8555,2.9007,2.925,2.942,2.956,2.9682,2.9808,2.9932,3.0379,3.0502,3.0382,3.0176
1330,2018-05-02,2.5599,2.7581,2.852,2.8969,2.9205,2.94,2.956,2.9701,2.9845,2.9985,3.0474,3.0618,3.0511,3.0313
1331,2018-05-03,2.553,2.7464,2.8364,2.8811,2.906,2.924,2.9385,2.9516,2.9655,2.979,3.0252,3.0385,3.0268,3.0065
1332,2018-05-04,2.5714,2.768,2.8544,2.8935,2.9135,2.93,2.9438,2.9571,2.9707,2.9841,3.0294,3.042,3.0302,3.0102
1333,2018-05-07,2.5742,2.77,2.859,2.8991,2.9193,2.936,2.9493,2.9625,2.976,2.9891,3.0349,3.0481,3.0365,3.0163
1334,2018-05-08,2.5649,2.7719,2.8679,2.914,2.9395,2.958,2.9725,2.9862,3.0002,3.0142,3.0549,3.0651,3.052,3.03
1335,2018-05-09,2.5727,2.7836,2.8831,2.9307,2.9585,2.9765,2.9919,3.0063,3.0208,3.0351,3.0797,3.0924,3.0805,3.0597
1336,2018-05-10,2.5676,2.7782,2.8753,2.9194,2.9429,2.9585,2.9717,2.9844,2.9973,3.011,3.053,3.0637,3.0505,3.0286
1337,2018-05-11,2.5425,2.7568,2.8555,2.9021,2.9289,2.9462,2.9598,2.9737,2.988,3.0015,3.0412,3.0505,3.0363,3.014
1338,2018-05-14,2.5357,2.759,2.8631,2.9153,2.946,2.966,2.983,2.9995,3.0155,3.031,3.0725,3.0822,3.0681,3.0459
1339,2018-05-15,2.5514,2.7898,2.9025,2.9632,3.0018,3.0279,3.0499,3.0688,3.0872,3.1045,3.1493,3.1595,3.1457,3.124
1340,2018-05-16,2.5763,2.8198,2.9373,2.9975,3.0349,3.0595,3.0806,3.0985,3.1165,3.132,3.1734,3.1814,3.1664,3.1435
1341,2018-05-17,2.5726,2.817,2.9359,2.998,3.0366,3.064,3.0868,3.1071,3.126,3.1439,3.1896,3.1986,3.1848,3.1627
1342,2018-05-18,2.5606,2.7895,2.899,2.9543,2.9871,3.0125,3.0345,3.0541,3.0731,3.0904,3.1398,3.1507,3.138,3.117
1343,2018-05-21,2.5733,2.8055,2.9112,2.9642,2.9955,3.0201,3.042,3.061,3.0797,3.097,3.1451,3.155,3.1415,3.1197
1344,2018-05-22,2.5746,2.8046,2.9116,2.9648,2.995,3.018,3.0381,3.0559,3.0735,3.0895,3.136,3.1455,3.1311,3.109
1345,2018-05-23,2.5484,2.7561,2.8564,2.9069,2.9356,2.9569,2.9759,2.9936,3.0115,3.0279,3.0761,3.086,3.0732,3.0522
1346,2018-05-24,2.5332,2.7409,2.8394,2.8901,2.9185,2.9392,2.958,2.9761,2.9933,3.01,3.0558,3.0641,3.0501,3.0285
1347,2018-05-25,2.5159,2.709,2.8,2.8445,2.8705,2.8936,2.9125,2.9316,2.9504,2.968,3.02,3.0303,3.018,2.9983
1348,2018-05-29,2.4456,2.572,2.6385,2.6797,2.706,2.73,2.753,2.7753,2.7975,2.8187,2.879,2.894,2.8843,2.867
1349,2018-05-30,2.4931,2.6585,2.7333,2.774,2.7993,2.8205,2.8397,2.859,2.8784,2.896,2.9477,2.9582,2.9463,2.9265
1350,2018-05-31,2.5257,2.6953,2.7706,2.809,2.831,2.8479,2.8642,2.8797,2.8965,2.9121,2.9612,2.9707,2.9582,2.9382
1351,2018-06-01,2.551,2.7389,2.8219,2.86,2.8809,2.898,2.9132,2.9281,2.9439,2.9584,3.0039,3.0115,2.9976,2.976
1352,2018-06-04,2.5734,2.7763,2.8634,2.9043,2.9267,2.9425,2.9567,2.9711,2.9861,3.0005,3.043,3.048,3.0342,3.012
1353,2018-06-05,2.5677,2.7628,2.8467,2.8868,2.909,2.9265,2.9415,2.9569,2.9725,2.9881,3.0344,3.0416,3.0278,3.007
1354,2018-06-06,2.5812,2.7853,2.8735,2.9178,2.9428,2.963,2.9792,2.996,3.0129,3.0292,3.0723,3.0774,3.0623,3.04
1355,2018-06-07,2.5769,2.769,2.8494,2.8856,2.9044,2.9205,2.9357,2.9506,2.9663,2.9814,3.0255,3.0315,3.0174,2.9964
1356,2018-06-08,2.5795,2.7775,2.8636,2.903,2.9265,2.9442,2.9595,2.9755,2.992,3.0081,3.052,3.0575,3.0432,3.0218
1357,2018-06-11,2.593,2.7965,2.881,2.9195,2.9399,2.956,2.9703,2.9851,3.0005,3.0155,3.0596,3.0654,3.0515,3.0305
1358,2018-06-12,2.6018,2.81,2.8953,2.933,2.9525,2.9679,2.9814,2.9949,3.0096,3.0236,3.0667,3.0718,3.0574,3.0365
1359,2018-06-13,2.6194,2.8357,2.9221,2.958,2.9745,2.9865,2.9972,3.0087,3.0217,3.0336,3.07,3.0723,3.0565,3.0342
1360,2018-06-14,2.6196,2.8351,2.9165,2.9436,2.9525,2.961,2.9698,2.9794,2.9907,3.002,3.0371,3.039,3.0231,3.0009
1361,2018-06-15,2.6054,2.8204,2.9005,2.9286,2.9398,2.946,2.9535,2.9622,2.9734,2.9843,3.0196,3.0224,3.0065,2.9847
1362,2018-06-18,2.6016,2.815,2.8954,2.9247,2.9365,2.944,2.952,2.9616,2.9723,2.9833,3.0215,3.0245,3.0097,2.9887
1363,2018-06-19,2.6002,2.8012,2.8749,2.9032,2.9151,2.9232,2.932,2.942,2.953,2.9651,3.0037,3.0065,2.9925,2.972
1364,2018-06-20,2.6181,2.8233,2.8998,2.9328,2.9483,2.9578,2.9671,2.9776,2.9892,3.0019,3.0404,3.0432,3.0291,3.0087
1365,2018-06-21,2.6111,2.8085,2.8778,2.904,2.914,2.9225,2.9306,2.9404,2.9515,2.9636,3.0017,3.004,2.99,2.97
1366,2018-06-22,2.6108,2.8097,2.8788,2.9046,2.9147,2.9225,2.9309,2.9406,2.9517,2.9635,3.0009,3.0033,2.9885,2.9688
1367,2018-06-25,2.6059,2.7955,2.86,2.8866,2.8981,2.9055,2.9145,2.9246,2.9362,2.9485,2.9858,2.9879,2.9734,2.953
1368,2018-06-26,2.6044,2.7929,2.8582,2.8844,2.8954,2.903,2.9121,2.9225,2.9349,2.9475,2.9875,2.991,2.9775,2.958
1369,2018-06-27,2.5838,2.761,2.8185,2.8408,2.8494,2.8555,2.8647,2.8744,2.8864,2.8985,2.9379,2.9405,2.9275,2.9086
1370,2018-06-28,2.5975,2.7732,2.8324,2.8553,2.8642,2.87,2.8769,2.8868,2.8977,2.9093,2.9445,2.9451,2.931,2.9117
1371,2018-06-29,2.6069,2.7935,2.859,2.8824,2.891,2.897,2.903,2.912,2.9232,2.9347,2.9681,2.9672,2.9525,2.933
1372,2018-07-02,2.6193,2.8116,2.8796,2.9016,2.9085,2.913,2.9188,2.9272,2.9377,2.9482,2.9783,2.9755,2.9605,2.941
1373,2018-07-03,2.6062,2.79,2.8527,2.872,2.8769,2.88,2.884,2.8915,2.901,2.9112,2.9418,2.9396,2.9253,2.9067
1374,2018-07-04,2.6055,2.797,2.8675,2.8727,2.877,2.88,2.8842,2.8914,2.9002,2.9115,2.9418,2.941,2.9256,2.907
1375,2018-07-05,2.6215,2.8069,2.8675,2.8833,2.8855,2.8868,2.89,2.8956,2.9039,2.913,2.9396,2.9364,2.9216,2.9025
1376,2018-07-06,2.6138,2.7938,2.8523,2.8691,2.8735,2.875,2.8788,2.8856,2.8943,2.9034,2.9292,2.9253,2.9102,2.8907
1377,2018-07-09,2.6244,2.812,2.8727,2.8925,2.8995,2.903,2.9095,2.9176,2.9273,2.9375,2.9665,2.9635,2.9498,2.9312
1378,2018-07-10,2.6317,2.8175,2.8754,2.889,2.8909,2.893,2.8986,2.9071,2.9166,2.9265,2.9577,2.957,2.944,2.9261
1379,2018-07-11,2.6313,2.8168,2.874,2.8902,2.8945,2.8956,2.8997,2.906,2.9142,2.9237,2.9523,2.9512,2.939,2.9215
1380,2018-07-12,2.6389,2.8205,2.8726,2.8863,2.8885,2.8897,2.893,2.8995,2.908,2.9172,2.9458,2.9461,2.933,2.9161
1381,2018-07-13,2.6323,2.8072,2.8532,2.8651,2.866,2.8666,2.8703,2.8762,2.8847,2.8945,2.9248,2.9256,2.9134,2.8966
1382,2018-07-16,2.6405,2.8249,2.8771,2.8895,2.8906,2.8925,2.8962,2.903,2.9119,2.9215,2.949,2.9491,2.9351,2.917
1383,2018-07-17,2.6512,2.8364,2.8881,2.9002,2.9011,2.9007,2.9036,2.909,2.917,2.9261,2.9543,2.9552,2.9419,2.9246
1384,2018-07-18,2.6544,2.8361,2.8886,2.9043,2.9088,2.9103,2.9148,2.9212,2.9295,2.9389,2.9696,2.9715,2.9585,2.942
1385,2018-07-19,2.6435,2.8165,2.8645,2.878,2.8815,2.8822,2.885,2.89,2.8978,2.9069,2.9375,2.9397,2.9275,2.9115
1386,2018-07-20,2.6442,2.8285,2.8841,2.9037,2.912,2.9187,2.9255,2.9348,2.9453,2.9563,2.9885,2.9915,2.9797,2.9637
1387,2018-07-23,2.65,2.8483,2.9127,2.9389,2.9529,2.962,2.9715,2.9825,2.9945,3.007,3.0394,3.043,3.0305,3.014
1388,2018-07-24,2.6483,2.8509,2.9183,2.9437,2.9562,2.9638,2.9725,2.9824,2.9934,3.0046,3.0349,3.0376,3.0247,3.0075
1389,2018-07-25,2.658,2.8643,2.9363,2.9641,2.9775,2.986,2.9947,3.0045,3.0159,3.0275,3.0592,3.0616,3.0501,3.0325
1390,2018-07-26,2.668,2.8763,2.9445,2.9679,2.9795,2.9862,2.9948,3.0045,3.0155,3.0274,3.0577,3.0606,3.0478,3.0306
1391,2018-07-27,2.669,2.8743,2.9355,2.9553,2.963,2.9707,2.9805,2.9909,3.002,3.0145,3.0493,3.0535,3.0423,3.0265
1392,2018-07-30,2.671,2.8754,2.9401,2.9651,2.9776,2.9879,2.9992,3.0105,3.0233,3.0366,3.0738,3.0794,3.0681,3.053
1393,2018-07-31,2.6785,2.8813,2.9449,2.9673,2.9772,2.9847,2.9945,3.0047,3.016,3.0279,3.0627,3.0674,3.0553,3.0392
1394,2018-08-01,2.689,2.899,2.9713,2.9993,3.0136,3.0262,3.0385,3.051,3.0641,3.0771,3.1122,3.1163,3.1038,3.0876
1395,2018-08-02,2.6815,2.8899,2.959,2.985,2.998,3.0089,3.0205,3.0317,3.0444,3.0571,3.0938,3.0994,3.088,3.0724
1396,2018-08-03,2.6715,2.866,2.9258,2.9494,2.9623,2.9737,2.985,2.9972,3.0102,3.0235,3.0633,3.0701,3.0599,3.045
1397,2018-08-06,2.6685,2.8595,2.9162,2.9382,2.9499,2.9605,2.9715,2.9835,2.9969,3.0108,3.054,3.0627,3.053,3.0398
1398,2018-08-07,2.6755,2.8786,2.9425,2.9652,2.9765,2.9865,2.9972,3.0085,3.0209,3.0341,3.0752,3.0823,3.0729,3.0584
1399,2018-08-08,2.6709,2.8672,2.9292,2.9503,2.96,2.9689,2.9796,2.9907,3.0032,3.0161,3.058,3.0667,3.0569,3.0433
1400,2018-08-09,2.6504,2.8427,2.9028,2.9235,2.9325,2.9402,2.9491,2.96,2.9716,2.9845,3.0245,3.0319,3.0212,3.0073
1401,2018-08-10,2.618,2.796,2.8485,2.8675,2.8765,2.8848,2.8953,2.907,2.9202,2.934,2.9772,2.986,2.9765,2.963
1402,2018-08-13,2.618,2.7992,2.852,2.8725,2.8829,2.8915,2.9009,2.9128,2.9256,2.9398,2.9845,2.9946,2.9857,2.9729
1403,2018-08-14,2.6473,2.8363,2.8883,2.9052,2.9121,2.92,2.9299,2.9415,2.9546,2.9685,3.0128,3.0224,3.0132,3.0004
1404,2018-08-15,2.626,2.8014,2.8505,2.8652,2.8715,2.8795,2.889,2.9006,2.914,2.928,2.9721,2.9819,2.9726,2.9598
1405,2018-08-16,2.647,2.8215,2.8693,2.8817,2.8861,2.892,2.9005,2.9118,2.9237,2.9371,2.9765,2.984,2.9738,2.9595
1406,2018-08-17,2.6373,2.8174,2.8676,2.8805,2.8854,2.8909,2.8994,2.91,2.9219,2.9344,2.9748,2.9822,2.9719,2.958
1407,2018-08-20,2.6186,2.787,2.8304,2.8419,2.846,2.851,2.859,2.8698,2.8822,2.895,2.9378,2.9465,2.937,2.9243
1408,2018-08-21,2.6228,2.7942,2.8395,2.85,2.8523,2.8575,2.8648,2.8758,2.8879,2.901,2.943,2.9514,2.9421,2.9288
1409,2018-08-22,2.6229,2.7856,2.8279,2.8394,2.8438,2.8498,2.858,2.869,2.8819,2.8953,2.9378,2.9471,2.9376,2.9244
1410,2018-08-23,2.6352,2.7994,2.8404,2.8494,2.8532,2.8579,2.8653,2.8755,2.8878,2.9003,2.9407,2.9489,2.9394,2.9257
1411,2018-08-24,2.6394,2.8035,2.8427,2.8482,2.8483,2.8515,2.8574,2.8665,2.8773,2.8889,2.9283,2.9366,2.9255,2.9123
1412,2018-08-27,2.654,2.8251,2.868,2.8759,2.8783,2.8833,2.8898,2.8997,2.9116,2.9236,2.963,2.9708,2.9606,2.9465
1413,2018-08-28,2.6692,2.8457,2.893,2.9032,2.9075,2.913,2.9198,2.9305,2.9428,2.9549,2.9955,3.0036,2.9935,2.9797
1414,2018-08-29,2.6671,2.8538,2.9039,2.9142,2.9154,2.9189,2.9252,2.9353,2.9471,2.9587,2.9945,3.0004,2.9887,2.9735
1415,2018-08-30,2.6691,2.8358,2.8767,2.8854,2.8868,2.8905,2.8965,2.9061,2.9178,2.9305,2.9701,2.9782,2.9682,2.9542
1416,2018-08-31,2.661,2.8244,2.8645,2.8744,2.877,2.8836,2.892,2.9035,2.9164,2.9305,2.9737,2.9831,2.9735,2.9603
1417,2018-09-04,2.6737,2.8435,2.8875,2.9017,2.908,2.9154,2.9247,2.937,2.9505,2.9647,3.0081,3.0181,3.0085,2.9947
1418,2018-09-05,2.6706,2.8393,2.8828,2.8964,2.9025,2.9103,2.9211,2.934,2.9483,2.9635,3.0113,3.0234,3.015,3.0026
1419,2018-09-06,2.6666,2.8233,2.861,2.871,2.8752,2.8826,2.8937,2.9067,2.9215,2.937,2.9855,2.9979,2.99,2.9777
1420,2018-09-07,2.7123,2.8955,2.9427,2.9528,2.9547,2.9603,2.9682,2.9785,2.991,3.004,3.047,3.0565,3.0465,3.0328
1421,2018-09-10,2.7176,2.8998,2.9457,2.9545,2.955,2.9571,2.9624,2.9715,2.9822,2.994,3.0319,3.0396,3.0285,3.0137
1422,2018-09-11,2.7364,2.9334,2.985,2.9973,3.0004,3.005,3.0116,3.0217,3.0332,3.0457,3.0813,3.087,3.075,3.059
1423,2018-09-12,2.727,2.9273,2.9784,2.9902,2.993,2.9951,2.9995,3.0085,3.0192,3.0307,3.0646,3.0703,3.0575,3.0409
1424,2018-09-13,2.7307,2.9367,2.9885,3.0,3.0025,3.005,3.0098,3.0183,3.029,3.0405,3.0732,3.0773,3.0645,3.0475
1425,2018-09-14,2.744,2.9577,3.0113,3.0249,3.0283,3.0308,3.035,3.043,3.0535,3.0645,3.096,3.0995,3.086,3.069
1426,2018-09-17,2.7345,2.9448,2.9972,3.009,3.0115,3.015,3.021,3.0301,3.041,3.0531,3.089,3.0947,3.0823,3.0663
1427,2018-09-18,2.74,2.9657,3.0315,3.0514,3.06,3.0675,3.0767,3.0882,3.1013,3.1143,3.1517,3.1579,3.1455,3.1292
1428,2018-09-19,2.7533,2.9668,3.031,3.0524,3.0631,3.072,3.082,3.0936,3.1066,3.1201,3.1587,3.164,3.1519,3.1355
1429,2018-09-20,2.7765,2.988,3.052,3.0717,3.0786,3.086,3.0939,3.1045,3.1165,3.1283,3.1625,3.1668,3.153,3.1359
1430,2018-09-21,2.7716,2.9793,3.0435,3.0644,3.073,3.081,3.0898,3.1005,3.1125,3.125,3.1607,3.1655,3.152,3.1351
1431,2018-09-24,2.7741,2.9875,3.0554,3.0777,3.0875,3.0965,3.1073,3.119,3.1317,3.1447,3.1817,3.1866,3.1731,3.1565
1432,2018-09-25,2.7901,3.0064,3.0761,3.0972,3.105,3.1125,3.1206,3.1304,3.141,3.1529,3.187,3.1905,3.1763,3.1583
1433,2018-09-26,2.7851,2.9886,3.0495,3.065,3.0681,3.0733,3.0811,3.0905,3.101,3.1117,3.1457,3.1509,3.1367,3.1195
1434,2018-09-27,2.7885,2.9963,3.0554,3.0698,3.0724,3.077,3.0842,3.093,3.1035,3.1143,3.1489,3.1529,3.139,3.1215
1435,2018-09-28,2.7852,2.9894,3.0495,3.0661,3.0706,3.0775,3.0861,3.0963,3.1081,3.1203,3.1575,3.163,3.1498,3.1332
1436,2018-10-01,2.7858,2.9921,3.053,3.072,3.0801,3.0885,3.0989,3.1108,3.1235,3.1365,3.177,3.1838,3.171,3.1552
1437,2018-10-02,2.785,2.9858,3.045,3.0622,3.0691,3.0758,3.0848,3.0954,3.1073,3.1198,3.1607,3.1679,3.1555,3.1404
1438,2018-10-03,2.813,3.0403,3.1149,3.1415,3.155,3.1683,3.1826,3.1975,3.2125,3.2273,3.2685,3.275,3.262,3.2451
1439,2018-10-04,2.8144,3.045,3.1206,3.147,3.1602,3.1747,3.1895,3.2048,3.2207,3.2361,3.2778,3.284,3.272,3.2558
1440,2018-10-05,2.8159,3.0634,3.1445,3.1715,3.1855,3.2035,3.2217,3.2391,3.2567,3.273,3.3176,3.3253,3.3129,3.2966
1441,2018-10-09,2.828,3.0693,3.1464,3.1704,3.1812,3.1945,3.2095,3.2246,3.2396,3.2545,3.2955,3.3016,3.2883,3.2715
1442,2018-10-10,2.8114,3.0318,3.0989,3.1196,3.1291,3.1433,3.1595,3.1758,3.1925,3.2087,3.2556,3.2647,3.2535,3.238
1443,2018-10-11,2.8257,3.0407,3.1056,3.1249,3.134,3.1438,3.156,3.1698,3.1843,3.1992,3.2439,3.252,3.2408,3.2251
1444,2018-10-12,2.827,3.0423,3.1075,3.128,3.1383,3.1488,3.1613,3.1754,3.1905,3.2055,3.2514,3.2595,3.248,3.2327
1445,2018-10-15,2.8431,3.0557,3.1185,3.1354,3.1407,3.1511,3.1631,3.1771,3.1919,3.2071,3.2557,3.265,3.254,3.2395
1446,2018-10-16,2.843,3.0634,3.1308,3.1499,3.1575,3.1681,3.1807,3.1947,3.2096,3.2248,3.2708,3.2791,3.2677,3.252
1447,2018-10-17,2.8635,3.0881,3.1602,3.1814,3.1911,3.2045,3.2187,3.2335,3.2502,3.266,3.312,3.3202,3.3085,3.293
1448,2018-10-18,2.8911,3.1005,3.159,3.1748,3.1805,3.1912,3.2045,3.2195,3.2345,3.25,3.298,3.3075,3.2967,3.2818
1449,2018-10-19,2.8993,3.1119,3.173,3.1877,3.192,3.2024,3.2155,3.23,3.2453,3.2608,3.3097,3.3194,3.309,3.2947
1450,2018-10-22,2.8877,3.1011,3.1626,3.1798,3.188,3.1986,3.213,3.2286,3.2446,3.2603,3.3106,3.3209,3.311,3.2969
1451,2018-10-23,2.8799,3.0793,3.1336,3.1504,3.1585,3.171,3.1851,3.2013,3.2186,3.2363,3.289,3.3007,3.2914,3.2783
1452,2018-10-24,2.8692,3.0355,3.0736,3.0843,3.0909,3.1031,3.1188,3.1364,3.155,3.1739,3.2327,3.2478,3.2405,3.2284
1453,2018-10-25,2.8862,3.0563,3.096,3.1039,3.1058,3.1145,3.1297,3.1458,3.1635,3.182,3.2432,3.2583,3.2516,3.2413
1454,2018-10-26,2.8677,3.0169,3.0484,3.0551,3.0577,3.0685,3.0827,3.0999,3.1182,3.1374,3.1999,3.2167,3.2107,3.2004
1455,2018-10-29,2.8685,3.0237,3.0621,3.0705,3.073,3.0836,3.0981,3.1141,3.1322,3.1517,3.2148,3.2315,3.226,3.216
1456,2018-10-30,2.886,3.0508,3.0908,3.1018,3.1095,3.1213,3.1364,3.1544,3.1733,3.1921,3.2536,3.2695,3.263,3.2524
1457,2018-10-31,2.8995,3.07,3.1116,3.1209,3.126,3.1383,3.1543,3.1719,3.1909,3.2101,3.2753,3.2933,3.2875,3.2778
1458,2018-11-01,2.9024,3.0586,3.0964,3.1059,3.1121,3.1245,3.141,3.1599,3.179,3.1991,3.2645,3.2821,3.277,3.2675
1459,2018-11-02,2.9366,3.1124,3.1578,3.1706,3.1792,3.1945,3.2129,3.2332,3.2542,3.2746,3.3396,3.3568,3.3507,3.3405
1460,2018-11-05,2.926,3.1033,3.1485,3.162,3.1707,3.185,3.2025,3.2219,3.2424,3.2631,3.323,3.3378,3.3304,3.3188
1461,2018-11-06,2.938,3.1221,3.1712,3.1839,3.1915,3.207,3.2249,3.2448,3.2654,3.2858,3.3446,3.3594,3.3513,3.3389
1462,2018-11-07,2.953,3.1395,3.1882,3.2001,3.2069,3.2198,3.2354,3.2537,3.2729,3.2922,3.3484,3.3615,3.3527,3.3395
1463,2018-11-08,2.9623,3.1503,3.1982,3.2087,3.214,3.2248,3.2393,3.2563,3.2739,3.2923,3.3475,3.3602,3.3515,3.3385
1464,2018-11-09,2.9462,3.1194,3.1597,3.1659,3.169,3.1783,3.1918,3.2079,3.2258,3.2436,3.2995,3.313,3.3047,3.292
1465,2018-11-13,2.9215,3.0805,3.1143,3.1182,3.1196,3.1298,3.1445,3.1621,3.1806,3.2003,3.2603,3.276,3.2694,3.2575
1466,2018-11-14,2.9155,3.0585,3.0894,3.0948,3.099,3.1115,3.1281,3.1472,3.1679,3.189,3.258,3.2782,3.2743,3.2651
1467,2018-11-15,2.9217,3.0545,3.078,3.0808,3.0837,3.0958,3.1135,3.1335,3.1545,3.1765,3.2477,3.268,3.2649,3.2562
1468,2018-11-16,2.8791,2.9928,3.0125,3.0166,3.0231,3.038,3.0577,3.0799,3.1029,3.126,3.1984,3.2194,3.2167,3.2087
1469,2018-11-19,2.8725,2.9783,2.9965,3.0039,3.0138,3.0303,3.0509,3.0738,3.0973,3.1212,3.1947,3.2165,3.2139,3.2051
